Investor ID,Name,Country of registration/origin,Classification,Investor homepage,Opencorporates link,Comment,Action comment
40975,Poljoprivredna Korporacija Beograd (PKB) AD,Serbia,Other (please specify in comment field),,,Joint-stock company,
40977,Bosques del Uruguay,Uruguay,Investment fund,,,,
40978,Unknown operating company (#163106),,,,,,
40979,Agro Empresa Forestal SA.,Uruguay,Private company,,,,LAFP
40980,Marcos Guigou,Uruguay,Individual entrepreneur,,,,
40981,Agronegocios del Plata SA.,Uruguay,Private company,,,,It was modified
40982,PIK Feketic,Serbia,Private company,,,,
40983,Vojvodina,Serbia,Private company,,,,
40984,Rungwe Avocado Company Ltd,Tanzania,Private company,,,,
40985,Rungwe Avocado Company Limited,Tanzania,Private company,,,,
40986,Gujral Group,Canada,,,,,
40987,Unknown (Gujral Group),Kenya,,,,,
40988,Consolata Ayoo,United States of America,Individual entrepreneur,,,,
40989,Unknown (Consolata Ayoo),,,,,,
40990,Deejay Group,India,,,,,
40991,Unknown (Deejay Group),,,,,,
40992,Gorge Farm,Kenya,,,,,
40993,Biojoule Kenya,Kenya,Private company,,,,
40994,Gorge Farm Energy Park,Kenya,,,,,
40995,Tropical Power,United Kingdom of Great Britain and Northern Ireland,,,,,
40996,Galana Kulalu irrigation development project,Kenya,,,,,
40997,Unspecified Israeli Bank,Israel,Bilateral Development Bank / Development Finance Institution,,,,
40998,Olkaria IV,Kenya,,,,,
40999,MacPollo,Colombia,Private company,http://www.macpollo.com/,,,
41000,Marval,Colombia,Private company,https://www.marval.com.co/,,It is a construction firm but some of its capital ended up in Agropecuaria Aliar and La Fazenda,
41001,Flora Ecopower AG,Germany,,,,,
41002,Unknown (Flora Ecopower AG),,,,,,
41003,Mineral Resources of Madagascar Sarl,,,,,,
41004,JTI Malawi,Malawi,,,,,
41005,Green Quest Pharmaceuticals,South Africa,,,,,
41006,Unknown (Green Quest Pharmaceuticals ),Malawi,,,,,
41007,Graham Macntosh,South Africa,Individual entrepreneur,,,,
41008,New Kin International Ltd,China,,,,,
41009,Makanjila heavy mineral sands (HMS),,,,,,
41010,Bank Hapoalim,Israel,Other (please specify in comment field),http://www.bankhapoalim.com/,https://opencorporates.com/companies/il/514206457,Commercial bank,
41011,Ampal American Israel Corporation,United States of America,Private company,,https://opencorporates.com/companies/us_ny/53729,,
41012,Banco Nacional do Desenvolvimento,Brazil,Bilateral Development Bank / Development Finance Institution,https://www.bndes.gov.br/wps/portal/site/home,https://opencorporates.com/companies/gb/06823603,It is a development bank under the Brazilian government,
41014,USAID,United States of America,Government institution,https://www.usaid.gov/,,,
41016,Comaco,Chile,Private company,http://www.comacoforestal.com/esp/,,"It is not clear whether the company is registered in Chile. Its headquarters are located there, though",
41017,Empresas Madesal,Chile,Private company,http://www.empresasmadesal.cl/,,Not possible to determine whether the company is listed in Chile. Its headquarters are located there.,
41018,Mwalawanga Mining Limited,Malawi,,,,,
41019,Mwalawanga Mining Limited,Malawi,,,,,
41020,Africado Ltd,Tanzania,,,,,updated
41021,Norfund,Norway,,https://www.norfund.no/what-we-do/,,"Norwegian Investment Fund for Developing Countries. Norfund – the Norwegian Development Finance Institution – was founded in 1997 and joined EDFI in 2001. Norfund is a company by special statute with limited liability, wholly owned on behalf of the Norwegian government by the Ministry of Foreign Affairs.",
41022,Asturias Holding Sarl,Luxembourg,Private company,,https://opencorporates.com/companies/lu/B166078,"Company created by Riopaila Castilla, as it is possible to see in the OpenCorporates link.",
41024,Inversiones Agrícolas Toledo S.L.,Spain,Private company,,,"Company created on August 22, 2011 by Riopaila Castilla",
41025,Agroindustria Ibiza,Spain,Private company,,,Company created by Riopaila Castilla,
41026,Inversiones Agrícolas Málaga S.L.,Spain,Private company,,,,
41027,Inversiones Agrícolas Asturias S.L.,Spain,Private company,,,Company created by Riopaila Castilla,
41030,"Torgovyj Dim ""Asko"" LLC",Ukraine,Private company,,,,Updated. I have changed deal according to the information https://youcontrol.com.ua/ru/contractor/?id=21344622
41032,Grupo Royal Golden Eagle RGE,Singapore,Stock-exchange listed company,https://www.rgei.com/about/our-company,,,
41033,Lwarcel Celulose,Brazil,Private company,http://www.lwarcel.com.br/site/content/lwarcel/overview.asp,,,
41034,Novagris,Ukraine,Private company,,,,Approved.
41035,IM Matijevic d.o.o. Novi Sad,Serbia,Private company,,,,
41036,Zito Group,Croatia,,,,,
41037,Novi Agrar d.o.o.,,,,,,
41038,PP Ratkovo d.o.o.,Serbia,Private company,,,,
41041,Catalyst Capital Group Inc.,Canada,Private company,http://catcapital.com/,https://opencorporates.com/companies/us_ca/C4241256,,
41042,Frontera Energy Corp.,Canada,Stock-exchange listed company,http://www.fronteraenergy.ca/,,,
41043,Frontera Energy Colombia,Switzerland,Private company,,,,
41044,Frontera Energy Colombia Corp,Colombia,Private company,,,,
41045,Pacific Stratus Energy Colombia Corp.,Colombia,Private company,,,,
41046,Petrominerales Colombia Corp,Colombia,Private company,,,,
41047,Grupo C&C,Colombia,Private company,,,,
41049,Urozhaina Kraina LLC,Ukraine,Private company,,,,
41051,Unifrutti International Holdings Ltd.,,,,,,
41053,"UNIFRUTTI Tropical Philippines, Inc.",Philippines,Private company,,,,
41054,Filipinas Palmoil Plantation Incorporated (FPPI),Philippines,Private company,,,,
41056,Del Monte Fresh Fruits Philippines Inc.,Philippines,Private company,,,,
41057,Drul Oxana Romanivna,Ukraine,Individual entrepreneur,,,,
41058,Hladun Yuriy Yevgenovych,Ukraine,Individual entrepreneur,,,,
41059,Ovcharuk Valeriy Ivanovych,Ukraine,Individual entrepreneur,,,,
41060,Sikorskyi Vitaliy Petrovych,Ukraine,Individual entrepreneur,,,,
41061,PE Zakhidnyi Bug,Ukraine,Private company,,,,
41063,Monica Colombia Ltda,Colombia,Private company,,,"One of the companies created by the Brazilian company ""Grupo Monica""",
41064,Agromarchett Ltda,Colombia,Private company,,,"One of the companies created by the Brazilian company ""Grupo Monica""",
41065,Catanaribo Ltda,Colombia,Private company,,,"One of the companies created by the Brazilian company ""Grupo Monica""",
41066,Manacacias Ltda,Colombia,Private company,,,"One of the companies created by the Brazilian company ""Grupo Monica""",
41067,Tilava Ltda,Colombia,Private company,,,"One of the companies created by the Brazilian company ""Grupo Monica""",
41068,Monicol Ltda,Colombia,Private company,,,"One of the companies created by the Brazilian company ""Grupo Monica""",
41070,Mriya Podillya LLC,Ukraine,Private company,,,,Parent company added.
41072,Hoima Sugar Limited,,Private company,,https://opencorporates.com/companies/ug/80010003618256,,
41073,Baba Ahmadou Group,Cameroon,,,,,
41074,Tower Resources PLC,United Kingdom of Great Britain and Northern Ireland,Stock-exchange listed company,https://www.towerresources.co.uk/,,,
41075,Gambia National Army,"Gambia, The",State-/government (owned) company,,,,
41076,AGCO Corporation,United States of America,,https://www.agcocorp.com/,,,
41077,Unknown (Gambian Army and AGCO Corporation),"Gambia, The",,,,,
41078,CEMAL Comercio Ecologico de Madeiras LTDA,Brazil,Private company,http://ecocemal.com.br/index.php/a-cemal,,,
41079,Benevides Madeiras LTDA,Brazil,Private company,https://benevides-madeiras-ltda.negocio.site/,,,
41080,RRX MINERAÇÃO E SERVIÇOS LTDA,Brazil,Private company,,,,
41081,Patauá Florestal LTDA,Brazil,Private company,,,,
41082,"Samise Indústria, Comércio e Exportação Ltda",Brazil,,http://www.samise.com.br/,,,
41083,Brasad'Oc Timber Comércio de Madeiras Ltd,Brazil,Private company,,,,
41085,Caracol Agropecuaria  ltda,Brazil,Private company,,,,Modified by LAFP
41086,GURIS Holding Co. Inc.,Turkey,,"http://www.guris.com.tr/EN,1656/font-color84c3e4guris-holding-co-incfont.html",,,
41087,Atlas Volovets Energy LLC,Ukraine,Private equity firm,,,,
41092,Guris Insaat,Turkey,,,,,
41093,Mogan International,United States of America,,,,,
41094,"APL ""Voislavychi""",Ukraine,Private company,,,"APL ""Voislavychi"" was created  in 1998.  
There are such beneficiaries: 
1. Drul Oksana Romanivna (Lviv, Ukraine)
2. Ovcharuk Eugeniy Romanovych ( Lviv, Ukraine)
3. Gladun Yuriy Eugenovych (Lviv, Ukraine)",
41109,Raysun International Corporation,British Virgin Islands,,,,Owner of this company is the citizen of the Russian Federation - Leyviman Alexander,
41110,Beshpagir LLC,Russian Federation,Private equity firm,,,,
41113,Manuka,New Zealand,Private company,http://www.manuka.cl/natures-excellence/,,,
41114,A.K Purongo Limited,Uganda,Private company,,https://opencorporates.com/companies/ug/80020001428900,The country of Origin for this investment is Zimbabwe although the company is registered in Uganda.,
41115,Neptune Petroleum Uganda Limited,United Kingdom of Great Britain and Northern Ireland,Private company,,https://opencorporates.com/companies/ug/80010002830604,,
41117,Erindi (Pty) Ltd,Namibia,,,,,
41118,Paladium Kapital LLC,Ukraine,Private equity firm,,,,
41121,L`ost Dominic,France,Individual entrepreneur,,,,
41122,L`ost Pascal,France,Individual entrepreneur,,,,
41123,Mandua Catrin,France,Individual entrepreneur,,,,
41124,Claud Mandua,France,Individual entrepreneur,,,,
41125,Agropervomaisk LLC,Ukraine,Private equity firm,,,,
41126,NAC LLC,Ukraine,Private equity firm,,,,
41132,Societe Agro Industrielle de la Cornoe (SAIC),Côte d'Ivoire,,,,,approved
41133,China Machinery Engineering Corporation (CMEC),China,State-/government (owned) company,,,,
41134,DTEK Renewables B.V.,Netherlands,Stock-exchange listed company,,,,
41135,Solar Farm-1 LLC,Ukraine,Private equity firm,,,,
41136,TTG Brasil Investimentos Florestais,Brazil,Private company,,,,LAFP
41147,Parque Chiloé Overseas INC,Panama,Private company,,,,LAFP
41148,Charlie Clarck,United States of America,Individual entrepreneur,,,,LAFP
41149,Hancock Natural Resources Group,United States of America,Private company,http://hancocknaturalresourcegroup.com/executive-team/,,,LAFP
41150,Forestal Mininco SA.,Chile,Private company,http://www.forestalmininco.cl/,,,LAFP
41151,Newmont Goldcorp,United States of America,Stock-exchange listed company,,,,LAFP
41157,AF Dobrobut LLC,Ukraine,Private equity firm,,,,
41158,Forestal Celco SA,Chile,Private company,http://www.olca.cl/oca/index.htm,,,LAFP
41159,Grupo Nueva SA.,Chile,Private company,https://gruponueva.com/,,,LAFP
41160,Masisa Forestal SA.,Chile,Private company,,,,LAFP
41161,Hancock Chilean Plantations LP,United States of America,Private company,,,,LAFP
41162,Iglesia de Jesucristo de los Santos de los Últimos Días (IJSUD),United States of America,Other (please specify in comment field),,,Religious Group,LAFP
41163,Agroreservas de Chile,United States of America,Private company,,,,LAFP
41164,AF Progress LLC,Ukraine,Private equity firm,,,,
41165,"Shandong Shangshi Ecological Agriculture Technology Co., Ltd",China,State-/government (owned) company,,,,
41166,Shandong Shangshi Investments Co. Ltd.,Ukraine,,,,,
41177,Kenya Commercial Finance Company,Kenya,,,,,
41178,Booker McConnel,,,,,,
41179,East African Development Bank,,,,,,
41180,Base Toliara,Madagascar,,,,,
41181,Geita Gold Mine,Tanzania,,http://www.geitamine.com/en.html#future,,,
41182,Siguiri Gold Mine,Guinea,,,,,
41183,EcoEnergy Ukraine LLC,Ukraine,Private equity firm,,,,
41184,Votorantim SA.,Brazil,Private company,http://www.votorantim.com.br/,,,
41185,BNDES Participações SA.,Brazil,Government institution,,,,
41186,Eng.Wilfred Murungi,Kenya,Individual entrepreneur,,,,
41187,SerendiWorld,United States of America,,,,,
41188,Agricola La Venta,Peru,Private company,,,,LAFP
41189,Sadiola Exploration Limited (SADEX),Mali,,,,,
41190,Société d’Exploitation des Mines d’Or de Yatela,Mali,,,,,
41191,Dole Asia Holdings PTE Ltd,Singapore,Investment fund,http://www.hoovers.com/company-information/cs/company-profile.dole_asia_holdings_pte_ltd.361ba64f71af0fae.html?aka_re=1,https://opencorporates.com/companies/sg/N1254034G,STL with financing from the parent company based in Japan – ITOCHU,"As stated in the Media report, financing from the parent company based in Japan – ITOCHU"
41193,Plantations du Haut Penja,Cameroon,Private company,,,,
41194,Boulstead,United Kingdom of Great Britain and Northern Ireland,,,,,
41195,Cold Storage Company Limited,Zimbabwe,Private company,https://www.africanadvice.com/1116098/Cold_Storage/Zimbabwe/Cold_Storage_Company_Ltd/,,,
41196,Government of Liberia,Liberia,Government institution,,,,Approved- no duplicate
41197,Nimba Rubber Incorporated (NRI),Liberia,Private company,https://nimbarubber.com/,,,
41198,Bulawayo Mining Company,Zimbabwe,,,,,
41199,Metallon Corporation Limited,United Kingdom of Great Britain and Northern Ireland,Private company,,,The company was formerly known as Metgold Limited,
41200,Agro Panorama,Malaysia,,,,,
41201,Kwenantle PTY LTD,Botswana,Private company,,,Owned by Ms Lembie Mmereki,
41202,Unknown (South African counterparts),South Africa,,,,,
41203,Kwenantle Farms,Botswana,,,,,
41204,Changing Vision,South Africa,,,,,
41205,Unknown (Changing Vision),Botswana,,,,,
41206,Mr. Richard Ekow Quansah,Ghana,Individual entrepreneur,,,,
41207,Richie Plantations Limited,Ghana,,,,,
41208,Palm Farmers Project of Ghana,Ghana,,,,,
41209,Frutas e Legumes Guiné Bissau SARL,Guinea-Bissau,,,,,
41210,Frutas & Legumes,Spain,,,,,
41211,Cristóbal Sánchez Fornieles,Spain,Individual entrepreneur,,,Founder and shareholder of Frutas & Legumes,
41212,"Crassus Holdings, LTD",United States of America,,http://crassusholdings.com/crassus.html,,,
41213,Aurania Resources Ltd.,Bermuda,Stock-exchange listed company,http://www.aurania.com/,,,
41214,Ecuasolidus SA.,Ecuador,Private company,http://www.ecuasolidus.com/,,,
41215,China Railway Construction Corporation Limited,China,State-/government (owned) company,http://english.crcc.cn/col/col21582/index.html,,,
41216,Tongling Nonferrous Metals Group Holding Co. Ltd.,China,State-/government (owned) company,http://www.tnmg.com.cn/index_E.aspx,,,
41217,EcuaCorriente SA.,Ecuador,Private company,,,,
41218,Explorcobres SA.,Ecuador,Private company,,,,
41219,Lundin Gold,Canada,Stock-exchange listed company,https://www.lundingold.com/en/about/about-lundin-gold/,,,
41220,Aurelian Ecuador SA,Ecuador,Private company,,,,
41221,Rohini Finch,United Kingdom of Great Britain and Northern Ireland,Individual entrepreneur,,,,
41222,Apex Trust Company Limited,Jersey,"Investment Fund (all types incl. pension, hedge, mutual, private equity funds etc.)",,,,
41223,Antaeus Limited,Cyprus,,,,,
41224,Cygnet Center LLC,Ukraine,Private equity firm,,,,
41225,PE Ruzhynskiy krai,Ukraine,,,,,
41226,Government of Serbia,Serbia,Government,,,,
41227,Elite Agro LLC,United Arab Emirates,,,,,
41228,Yugo Elite Agro d.o.o.,Serbia,,,,,
41229,Zobnatica a.d.,Serbia,,,,,
41230,Promotora Palmera de Curvaradó Palmadó Ltda.,Colombia,Private company,,,,
41231,Asopalma 1,Colombia,Private company,,,,
41232,Elite Harvest MAROC LLC,Morocco,,,,,
41233,YAS Holding,United Arab Emirates,,,,,
41234,Tabouk Eziraiya Errajihii,Saudi Arabia,,,,,
41235,Unknown (Tabouk Eziraiya Errajihii),,,,,,
41236,Elite Agro Mauritania SARL LLC,Mauritania,,,,,
41237,Rocaglia,,,,,,
41238,Lotte Group,Republic of Korea,"Investment Fund (all types incl. pension, hedge, mutual, private equity funds etc.)",,,,
41239,"Lotte International Co., Ltd",Republic of Korea,Asset management firm,http://www.lotteintl.com/eng/index.asp,,,
41241,Lotte International Mikhailovka LLC,Russian Federation,,,,,
41242,Mr Zarrouk,Tunisia,Individual entrepreneur,,,,
41243,Tonnies Russland Agrar GmbH,Germany,Private company,,,,
41244,Agro-Soyuz LLC,Russian Federation,,,,,
41245,Agro-Oscol CJSC,Russian Federation,Private equity firm,,,,
41246,PJSC Sberbank of Russia,Russian Federation,State-/government (owned) company,,,,
41247,Agro-Ostrogozhsk CJSC,Russian Federation,,,,,
41248,AGT Capital Management Ltd.,Cyprus,,,,,Ukrainian citizen is the owner of this group.
41249,Agrotrade Capital LLC,Ukraine,,,,Parent company registered in Ukraine.,
41250,Novi Mosty LLC,Ukraine,,,,,
41251,Victoria-Agro LLC,Ukraine,,,,,
41252,SE Semal LLC,Ukraine,,,,,
41253,Korol Anzhela Victorivna,Ukraine,Individual entrepreneur,,,,
41254,Rai Group Limited,Kenya,Private company,,,,
41255,PJSC Myr LLC,Ukraine,Private equity firm,,,,
41256,PAE Ukraine,Ukraine,,,,,
41257,Ukrzernoprom-shevchenkovo LLC,Ukraine,,,,,
