Investor ID Downstream,Investor Name Downstream,Investor ID Upstream,Investor Name Upstream,Relation type,Investment type,Ownership share,Loan amount,Loan currency,Loan date,Comment
40940,Unknown (Groupe Avril + Government),40939,Government of Tunisia,Parent company,,,,,,
40941,SONOBRA SA (Societe nouvelle de brasserie),40942,Boujebel,Parent company,,,,,,
40941,SONOBRA SA (Societe nouvelle de brasserie),40943,Heineken N.V.,Parent company,,,,,,
40944,Fazenda Socamia,40945,Castel group,Parent company,,,,,,
36780,SUCAF CI,974,Somdiaa,Parent company,,,,,,
36780,SUCAF CI,351,Emirates Investments Group LLC,Parent company,,,,,,
38568,PALMAFRIQUE,3403,Societe Africaine de Financement et de Participation (SAFIPAR),Parent company,,,,,,
38568,PALMAFRIQUE,1816,Government of Cote D'ivoire,Parent company,,,,,,
40958,"Unknown (Tullow Oil PLC, Africa Oil Corp, Total)",40955,Tullow Oil PLC,Parent company,,,,,,
40958,"Unknown (Tullow Oil PLC, Africa Oil Corp, Total)",40956,Africa Oil Corp,Parent company,,,,,,
40958,"Unknown (Tullow Oil PLC, Africa Oil Corp, Total)",40957,Total S.A.,Parent company,,,,,,
40960,Solai Farms,40959,Solai Group of Companies,Parent company,,,,,,
40963,Southern Cotton,40964,Southern Cotton,Parent company,,,,,,
39152,Olam Ivoire Sarl,967,Olam International Ltd.,Parent company,,,,,,
40966,Stern Agro LLC,40965,Stern&Co LLC,Parent company,,,,,,
40968,Gabiro Agribusiness Hub Project (GAHP),3433,Government of Rwanda,Parent company,,,,,,
40968,Gabiro Agribusiness Hub Project (GAHP),40967,Netafirm,Parent company,,,,,,
40970,Frikom d.o.o. Belgrade,4655,Agrokor Group,Parent company,,,,,,
40972,Sloga,40971,Haidu Avis rt.,Parent company,,,,,,
40975,Poljoprivredna Korporacija Beograd (PKB) AD,4430,Al Dahra International Investment LLC,Parent company,,,,,,
40978,Unknown operating company (#163106),40977,Bosques del Uruguay,Parent company,,,,,,
40987,Unknown (Gujral Group),40986,Gujral Group,Parent company,,,,,,
40989,Unknown (Consolata Ayoo),40988,Consolata Ayoo,Parent company,,,,,,
40991,Unknown (Deejay Group),40990,Deejay Group,Parent company,,,,,,
40930,Flor’Alia,3522,SanLucar Fruit Sl,Parent company,,,,,,
37384,Gabon Special Economic Zone SA,2381,Republic of Gabon,Parent company,,,,,,
37384,Gabon Special Economic Zone SA,967,Olam International Ltd.,Parent company,,,,,,
40996,Galana Kulalu irrigation development project,1154,Government of Kenya,Parent company,,,,,,
40996,Galana Kulalu irrigation development project,40997,Unspecified Israeli Bank,Tertiary investor/lender,,,,,,
36410,Agropecuaria Aliar,40562,Banco Agrario de Colombia,Tertiary investor/lender,,,,,,
36410,Agropecuaria Aliar,40999,MacPollo,Parent company,,,,,,
36410,Agropecuaria Aliar,41000,Marval,Parent company,,,,,,
41002,Unknown (Flora Ecopower AG),41001,Flora Ecopower AG,Parent company,,,,,,
41005,Green Quest Pharmaceuticals,41007,Graham Macntosh,Parent company,,,,,,
41006,Unknown (Green Quest Pharmaceuticals ),41005,Green Quest Pharmaceuticals,Parent company,,,,,,
41009,Makanjila heavy mineral sands (HMS),41008,New Kin International Ltd,Parent company,,,,,,
41011,Ampal American Israel Corporation,41010,Bank Hapoalim,Parent company,,,,,,
37537,Madeflex S.A.,3931,Grupo Corona,Parent company,,,,,,
37537,Madeflex S.A.,41014,USAID,Tertiary investor/lender,,,,,,
41019,Mwalawanga Mining Limited,41018,Mwalawanga Mining Limited,Parent company,,,,,,
38937,"Unknown (Industries de Transformation des Bois (ITB), in Democratic Republic of the Congo, 38937)",3944,Industries de Transformation des Bois (ITB),Parent company,,,,,,
40974,Panonija,40973,Baltic Property Investments LTD,Parent company,,,,,,
41037,Novi Agrar d.o.o.,41036,Zito Group,Parent company,,,,,,
41038,PP Ratkovo d.o.o.,41037,Novi Agrar d.o.o.,Parent company,,,,,,
41042,Frontera Energy Corp.,41041,Catalyst Capital Group Inc.,Parent company,,,,,,
41043,Frontera Energy Colombia,41042,Frontera Energy Corp.,Parent company,,,,,,
41044,Frontera Energy Colombia Corp,41043,Frontera Energy Colombia,Parent company,,,,,,
41045,Pacific Stratus Energy Colombia Corp.,41044,Frontera Energy Colombia Corp,Parent company,,,,,,
41046,Petrominerales Colombia Corp,41044,Frontera Energy Colombia Corp,Parent company,,,,,,
41047,Grupo C&C,41044,Frontera Energy Colombia Corp,Parent company,,,,,,
41049,Urozhaina Kraina LLC,3525,Myronivsky Hliboproduct PJSC,Parent company,,,,,,
41053,"UNIFRUTTI Tropical Philippines, Inc.",41051,Unifrutti International Holdings Ltd.,Parent company,,,,,,
41061,PE Zakhidnyi Bug,41057,Drul Oxana Romanivna,Parent company,,,,,,
41061,PE Zakhidnyi Bug,41058,Hladun Yuriy Yevgenovych,Parent company,,,,,,
41061,PE Zakhidnyi Bug,41059,Ovcharuk Valeriy Ivanovych,Parent company,,,,,,
41061,PE Zakhidnyi Bug,41060,Sikorskyi Vitaliy Petrovych,Parent company,,,,,,
39716,Agro Fund Tereshchenko LLC,4427,Kusto Group Inc.,Parent company,,,,,,
39708,Lishchynske LLC,4427,Kusto Group Inc.,Parent company,,,,,,
38889,Ndamware Highland Tea Estate,41073,Baba Ahmadou Group,Parent company,,,,,,
41070,Mriya Podillya LLC,40683,Mriya Agroholdyng LLC,Parent company,,,,,,
40946,Mriya Karpaty LLC,40683,Mriya Agroholdyng LLC,Parent company,,,,,,
40841,Mriia Hlybochchyny LLC,40683,Mriya Agroholdyng LLC,Parent company,,,,,,
41087,Atlas Volovets Energy LLC,41092,Guris Insaat,Parent company,,,,,,
41087,Atlas Volovets Energy LLC,41093,Mogan International,Parent company,,,,,,
3900,Sistema JSFC GDR,41109,Raysun International Corporation,Parent company,,,,,,
39327,OAO «Donskoe»,3900,Sistema JSFC GDR,Parent company,,,,,,
39711,Agrodruzstvo Jevisovice Ukraine LLC,41061,PE Zakhidnyi Bug,Parent company,,,,,,
39692,Knyazhi Lany LLC,41118,Paladium Kapital LLC,Parent company,,,,,,
41125,Agropervomaisk LLC,41121,L`ost Dominic,Parent company,,,,,,
41125,Agropervomaisk LLC,41123,Mandua Catrin,Parent company,,,,,,
41125,Agropervomaisk LLC,41124,Claud Mandua,Parent company,,,,,,
41132,Societe Agro Industrielle de la Cornoe (SAIC),967,Olam International Ltd.,Parent company,,,,,,
4561,Olam SVI,967,Olam International Ltd.,Parent company,,,,,,
39352,Olam Egypt,4561,Olam SVI,Parent company,,,,,,
41115,Neptune Petroleum Uganda Limited,41074,Tower Resources PLC,Parent company,,,,,,
41135,Solar Farm-1 LLC,41134,DTEK Renewables B.V.,Parent company,,,,,,
39693,Zborivski Lany LLC,41118,Paladium Kapital LLC,Parent company,,,,,,
39707,Agrozem LLC,41126,NAC LLC,Parent company,,,,,,
40769,"Dole Philippines, Inc.",2635,"Dole Food Company, Inc.",Parent company,,,,,,
40981,Agronegocios del Plata SA.,40980,Marcos Guigou,Parent company,,,,,,
39377,Twiga Roses,5046,Phoenix Global DMCC,Parent company,,,,,,
35787,Mumias Sugar,1154,Government of Kenya,Parent company,,,,,,
35787,Mumias Sugar,4272,CDC Corporation,Parent company,,,,,,
35787,Mumias Sugar,41177,Kenya Commercial Finance Company,Parent company,,,,,,
35787,Mumias Sugar,41178,Booker McConnel,Parent company,,,,,,
35787,Mumias Sugar,41179,East African Development Bank,Parent company,,,,,,
2984,Kenya Electricity Generating Company Limited (KenGen),1154,Government of Kenya,Parent company,,,,,,
40998,Olkaria IV,2984,Kenya Electricity Generating Company Limited (KenGen),Parent company,,,,,,
41085,Caracol Agropecuaria  ltda,3436,Harvard Management Company,Parent company,,,,,,
41180,Base Toliara,2039,Base Resource Ltd,Parent company,,,,,,
41182,Siguiri Gold Mine,727,AngloGold Ashanti,Parent company,,,,,,
41182,Siguiri Gold Mine,2140,Government of Guinea,Parent company,,,,,,
36548,"Unknown (AngloGold Ashanti , Government, Randgold Resources)",972,Randgold Resources,Parent company,,,,,,
36548,"Unknown (AngloGold Ashanti , Government, Randgold Resources)",727,AngloGold Ashanti,Parent company,,,,,,
36548,"Unknown (AngloGold Ashanti , Government, Randgold Resources)",1245,Government of Mali,Parent company,,,,,,
39912,AngloGold Ashanti Kilo in Democratic Republic of the Congo,727,AngloGold Ashanti,Parent company,,,,,,
39912,AngloGold Ashanti Kilo in Democratic Republic of the Congo,4409,OKIMO (Offices de Mines d’Or de Kilo Moto),Parent company,,,,,,
39199,AngloGold Ashanti Mali,727,AngloGold Ashanti,Parent company,,,,,,
39199,AngloGold Ashanti Mali,1245,Government of Mali,Parent company,,,,,,
39199,AngloGold Ashanti Mali,4374,IAMGOLD Corporation,Parent company,,,,,,
3844,Fibria,41184,Votorantim SA.,Parent company,,,,,,
3844,Fibria,41185,BNDES Participações SA.,Parent company,,,,,,
41136,TTG Brasil Investimentos Florestais,40913,BTG Pactual,Parent company,,,,,,
41150,Forestal Mininco SA.,3064,Compañía Manufacturera de Papeles y Cartones (CMPC),Parent company,,,,,,
41158,Forestal Celco SA,3859,Arauco SA,Parent company,,,,,,
41163,Agroreservas de Chile,41162,Iglesia de Jesucristo de los Santos de los Últimos Días (IJSUD),Parent company,,,,,,
40979,Agro Empresa Forestal SA.,40977,Bosques del Uruguay,Parent company,,,,,,
35577,Astarta Kyiv LLC,3865,Astarta Holding NV,Parent company,,,,,,
41183,EcoEnergy Ukraine LLC,35577,Astarta Kyiv LLC,Parent company,,,,,,
39205,Alliance One Tobacco (Kenya) Limited,4377,"Alliance One International, Inc",Parent company,,,,,,
39697,Mastermind Tobacco Kenya Limited,41186,Eng.Wilfred Murungi,Parent company,,,,,,
40952,M-SAWA project,40951,Kwale Coconuts Processors Limited (KCPL),Parent company,,,,,,
40961,SerendiKenya,41187,SerendiWorld,Parent company,,,,,,
41160,Masisa Forestal SA.,41159,Grupo Nueva SA.,Parent company,,,,,,
41161,Hancock Chilean Plantations LP,41149,Hancock Natural Resources Group,Parent company,,,,,,
41189,Sadiola Exploration Limited (SADEX),727,AngloGold Ashanti,Parent company,,,,,,
41189,Sadiola Exploration Limited (SADEX),4374,IAMGOLD Corporation,Parent company,,,,,,
41190,Société d’Exploitation des Mines d’Or de Yatela,1245,Government of Mali,Parent company,,,,,,
41190,Société d’Exploitation des Mines d’Or de Yatela,41189,Sadiola Exploration Limited (SADEX),Parent company,,,,,,
41198,Bulawayo Mining Company,41199,Metallon Corporation Limited,Parent company,,,,,,
35660,Atama Plantation SARL,2540,Silvermark Resources Inc,Parent company,,,,,,
35660,Atama Plantation SARL,2541,Giant Dragon Group,Parent company,,,,,,
35660,Atama Plantation SARL,41200,Agro Panorama,Parent company,,,,,,
41203,Kwenantle Farms,41202,Unknown (South African counterparts),Parent company,,,,,,
41203,Kwenantle Farms,41201,Kwenantle PTY LTD,Parent company,,,,,,
41205,Unknown (Changing Vision),41204,Changing Vision,Parent company,,,,,,
40837,Bio Exotica Organic Pineapple Project,40839,Unknown (Bio Exotica Organic Pineapple Project Netherlands),Parent company,,,,,,
40837,Bio Exotica Organic Pineapple Project,40838,Unknown(Bio Exotica Organic Pineapple Project Ghana),Parent company,,,,,,
41207,Richie Plantations Limited,41206,Mr. Richard Ekow Quansah,Parent company,,,,,,
41208,Palm Farmers Project of Ghana,41207,Richie Plantations Limited,Parent company,,,,,,
41210,Frutas & Legumes,41211,Cristóbal Sánchez Fornieles,Parent company,,,,,,
41209,Frutas e Legumes Guiné Bissau SARL,227,International Finance Corporation,Tertiary investor/lender,,,,,,
41209,Frutas e Legumes Guiné Bissau SARL,41210,Frutas & Legumes,Parent company,,,,,,
4969,Goodvalley A/S,227,International Finance Corporation,Parent company,|,,,,,
4969,Goodvalley A/S,40755,Polen Invest A/S,Parent company,,,,,,
39632,PE Galyts`ki agrarian investments,4969,Goodvalley A/S,Parent company,,,,,,
35767,"Exim Global Guinea, Sarl (EGGS)",41212,"Crassus Holdings, LTD",Parent company,,,,,,
41217,EcuaCorriente SA.,41215,China Railway Construction Corporation Limited,Parent company,,,,,,
41217,EcuaCorriente SA.,41216,Tongling Nonferrous Metals Group Holding Co. Ltd.,Parent company,,,,,,
41214,Ecuasolidus SA.,41213,Aurania Resources Ltd.,Parent company,,,,,,
41218,Explorcobres SA.,41215,China Railway Construction Corporation Limited,Parent company,,,,,,
41218,Explorcobres SA.,41216,Tongling Nonferrous Metals Group Holding Co. Ltd.,Parent company,,,,,,
41220,Aurelian Ecuador SA,41219,Lundin Gold,Parent company,,,,,,
41223,Antaeus Limited,41221,Rohini Finch,Parent company,,,,,,
41223,Antaeus Limited,41222,Apex Trust Company Limited,Parent company,,,,,,
41224,Cygnet Center LLC,41223,Antaeus Limited,Parent company,,,,,,
41225,PE Ruzhynskiy krai,41224,Cygnet Center LLC,Parent company,,,,,,
41229,Zobnatica a.d.,41228,Yugo Elite Agro d.o.o.,Parent company,,,,,,
41231,Asopalma 1,35595,Oleoflores,Parent company,,,,,,
41227,Elite Agro LLC,41233,YAS Holding,Parent company,,,,,,
41232,Elite Harvest MAROC LLC,41227,Elite Agro LLC,Parent company,,,,,,
41235,Unknown (Tabouk Eziraiya Errajihii),41234,Tabouk Eziraiya Errajihii,Parent company,,,,,,
41236,Elite Agro Mauritania SARL LLC,41227,Elite Agro LLC,Parent company,,,,,,
41239,"Lotte International Co., Ltd",41238,Lotte Group,Parent company,,,,,,
35557,Khorol Agro,41239,"Lotte International Co., Ltd",Parent company,,,,,,
41241,Lotte International Mikhailovka LLC,41239,"Lotte International Co., Ltd",Parent company,,,,,,
40933,Desert Joy,40932,Agro Care,Parent company,,,,,,
40933,Desert Joy,41242,Mr Zarrouk,Parent company,,,,,,
41244,Agro-Soyuz LLC,3768,RKS Agrarbeteiligungs GmbH,Parent company,,,,,,
41244,Agro-Soyuz LLC,41243,Tonnies Russland Agrar GmbH,Parent company,,,,,,
41245,Agro-Oscol CJSC,41244,Agro-Soyuz LLC,Parent company,,,,,,
41247,Agro-Ostrogozhsk CJSC,41244,Agro-Soyuz LLC,Parent company,,,,,,
41247,Agro-Ostrogozhsk CJSC,41246,PJSC Sberbank of Russia,Tertiary investor/lender,,,,,,
41248,AGT Capital Management Ltd.,4778,EBRD (European Bank of Reconstruction and Development),Tertiary investor/lender,,,,,,
41249,Agrotrade Capital LLC,41248,AGT Capital Management Ltd.,Parent company,,,,,,
41251,Victoria-Agro LLC,41249,Agrotrade Capital LLC,Parent company,,,,,,
41252,SE Semal LLC,41253,Korol Anzhela Victorivna,Parent company,,,,,,
41072,Hoima Sugar Limited,41254,Rai Group Limited,Parent company,,,,,,
41255,PJSC Myr LLC,41249,Agrotrade Capital LLC,Parent company,,,,,,
41256,PAE Ukraine,41249,Agrotrade Capital LLC,Parent company,,,,,,
41257,Ukrzernoprom-shevchenkovo LLC,41249,Agrotrade Capital LLC,Parent company,,,,,,
41258,Zolochivske ALLC,41249,Agrotrade Capital LLC,Parent company,,,,,,
41259,Agrotrade-Khalymonove ALLC,41249,Agrotrade Capital LLC,Parent company,,,,,,
39709,Lan LLC,40779,Harmelia Investments Ltd.,Parent company,,,,,,
39709,Lan LLC,40783,Azent Ltd.,Parent company,,,,,,
39924,Valinor Public Ltd. in Ukraine,3528,UkrLandFarming PLC,Parent company,,,,,,
41166,Shandong Shangshi Investments Co. Ltd.,41165,"Shandong Shangshi Ecological Agriculture Technology Co., Ltd",Parent company,,,,,,
38375,Cambodia Haining Group Co Ltd,41265,Unknown (Cambodia Haining Group Co Ltd),Parent company,,,,,,
41266,JSC Legenagro Agroholding,40542,JBA Holdings,Parent company,,,,,,
41267,Legendagro Primorie LLC,41266,JSC Legenagro Agroholding,Parent company,,,,,,
34826,Grand Land Agricultural Development (Cambodia) Co Ltd,41268,Unknown (Grand Land Agricultural Development (Cambodia) Co. Ltd.),Parent company,,,,,,
39538,Plemzavod Noviy Trostyanets Ltd,39542,AgroKIM Ltd,Parent company,,,,,,
39540,Parafiyivka-Progress Ltd,39542,AgroKIM Ltd,Parent company,,,,,,
34832,"Green Sea Agriculture Co., Ltd.",2319,Mong Reththy Group,Parent company,,,,,,
35240,Tan Mai Paper  Company,41273,Vinapimex,Parent company,,,,,,
36677,"Unknown (Cam Try Cooperation, in Cambodia, 36677)",3304,Cam Try Cooperation,Parent company,,,,,,
41275,Sichuan-Chuvashyia Agroindustrial Trade Company LLC,41274,"Sichuan Railway Investment Group Co., Ltd.",Parent company,,,,,,
38591,DalEuroLes L.L.C.,41277,Zhaohe Trade Company Fen Tai PLLC,Parent company,,,,,,
41278,Farfell Coffee Estate,41279,Richard Le Vieux,Parent company,,,,,,
35422,Consorcio El Labrador,3860,Aportes San Isidro SAS,Parent company,,,,,,
39047,Agropecuaria Carmen de Bolivar,41280,Guillermo Gaviria Echeverri,Parent company,,,,,,
35423,Corporación Amigos de los Montes de María,40547,Agropecuaria El Génesis,Parent company,,,,,,
35423,Corporación Amigos de los Montes de María,39047,Agropecuaria Carmen de Bolivar,Parent company,,,,,,
35423,Corporación Amigos de los Montes de María,41282,Agropecuaria Montes de María,Parent company,,,,,,
35423,Corporación Amigos de los Montes de María,41283,Invesa,Parent company,,,,,,
35423,Corporación Amigos de los Montes de María,39225,Agropecuaria El Central SA.,Parent company,,,,,,
35425,Urapalma,40562,Banco Agrario de Colombia,Tertiary investor/lender,,,,,,
35428,"Unknown (Muriel Mining Corporation (MMC), in Colombia, 35428)",4083,Rio Tinto,Parent company,,,,,,
918,Odin Energy Santa Marta Corporation S.A.,40678,Green River Technology Inc.,Parent company,,,,,,
41284,Colombian Ventures Ltd,40879,Libero Copper Corporation,Parent company,,,,,,
41285,Mocoa Ventures Ltd British,41284,Colombian Ventures Ltd,Parent company,,,,,,
37224,Mocoa Ventures Ltd,41285,Mocoa Ventures Ltd British,Parent company,,,,,,
41288,Unknown (Besana Group),41286,The Besana Group,Parent company,,,,,,
39474,Salima Sugar Co. Ltd,4709,Aum Sugar Co. Ltd.,Parent company,,,,,,
39474,Salima Sugar Co. Ltd,41289,Government of Malawi,Parent company,,,,,,
41290,Nchalo GBI Limited Company,41291,Greenbelt Authority,Parent company,,,,,,
41290,Nchalo GBI Limited Company,41292,Nchalo Smallholder Cane Growers Association [NSHCA],Parent company,,,,,,
38380,Kayelekera Mine,3332,Paladin Energy Ltd,Parent company,,,,,,
38380,Kayelekera Mine,4384,Government,Parent company,,,,,,
41295,Terneyles OJSC,41293,Sumitomo Corporation,Parent company,,,,,,
41295,Terneyles OJSC,41299,Shcherbakov Vladimir Fedorovich,Parent company,,,,,,
41295,Terneyles OJSC,41300,Natalia Vikhrova,Parent company,,,,,,
41296,Amgu OJSC,41295,Terneyles OJSC,Parent company,,,,,,
35783,Unknown (G4 Industries),1142,G4 Industries,Parent company,,,,,,
41301,Value Creation Corporation Ltd.,317,Rimbunan Hijau Group,Parent company,,,,,,
41302,Rimbunan Hijau MDF LLC,41301,Value Creation Corporation Ltd.,Parent company,,,,,,
41304,Agroindustria Llanos la Esperanza SAS. / Agrícola Enns del Llano SAS.,41303,Mennonite Congregation,Parent company,,,,,,
41305,Cenipalma,4768,Fedepalma,Parent company,,,,,,
41191,Dole Asia Holdings PTE Ltd,4090,Itochu,Parent company,,,,,,
41308,Consave CA.,41306,Aeequs Corporation Holding SA.,Parent company,,,,,,
41308,Consave CA.,41307,Moxley Corporation SA.,Parent company,,,,,,
41310,Energy & Palma Energypalma SA.,41309,La Fabril,Parent company,,,,,,
41315,Unknown (Flamingo Holdings Limited),41314,Flamingo Holdings Limites,Parent company,,,,,,
41317,Cemtech Limited,41316,Sanghi Group of India,Parent company,,,,,,
41319,Asia Les LLC,41318,Sun Lin International Trade Company LLC,Parent company,,,,,,
36419,Agrifuels Colombia S.A.S,2924,Merhav Agro,Parent company,,,,,,
36419,Agrifuels Colombia S.A.S,41011,Ampal American Israel Corporation,Parent company,,,,,,
36419,Agrifuels Colombia S.A.S,41012,Banco Nacional do Desenvolvimento,Tertiary investor/lender,,,,,,
41325,Russia-China Investment Fund,41323,China Investment Corporation,Parent company,,,,,,
41325,Russia-China Investment Fund,41324,Russian Direct Investment Fund,Parent company,,,,,,
41326,RFP Holding (Cyprus) Limited,41322,Invest AG,Parent company,,,,,,
41326,RFP Holding (Cyprus) Limited,41325,Russia-China Investment Fund,Parent company,,,,,,
41327,RFP Group LLC,41326,RFP Holding (Cyprus) Limited,Parent company,,,,,,
41328,Dallesprom JSC,41327,RFP Group LLC,Parent company,,,,,,
41022,Asturias Holding Sarl,2766,Riopaila Castilla S.A,Parent company,,,,,,
41025,Agroindustria Ibiza,41022,Asturias Holding Sarl,Parent company,,,,,,
38185,Unknown_Riopaila_Castilla,41024,Inversiones Agrícolas Toledo S.L.,Parent company,,,,,,
38185,Unknown_Riopaila_Castilla,41026,Inversiones Agrícolas Málaga S.L.,Parent company,,,,,,
38185,Unknown_Riopaila_Castilla,41027,Inversiones Agrícolas Asturias S.L.,Parent company,,,,,,
38185,Unknown_Riopaila_Castilla,41025,Agroindustria Ibiza,Parent company,,,,,,
37825,"Unknown (Monica Semillas, in Colombia, 37825)",41063,Monica Colombia Ltda,Parent company,,,,,,
37825,"Unknown (Monica Semillas, in Colombia, 37825)",41064,Agromarchett Ltda,Parent company,,,,,,
